"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jan 08 21:08:08 EET 2023","Sun Jan 08 21:08:25 EET 2023","17496","","","","","","Moderator Uygulamaya Giris Yapabiliyor mu?",""
